id,titulo,inicio,fin,todo_el_dia,calendario,color_id,color_nombre,etiqueta,color_hex,usa_color_predeterminado,color,telefono,nombre,pendiente,cotizacion,p,requerimiento,notas,descripcion,ubicacion
40r187ippqik6h7r0tua19rjhn,FRENTE DONFENG 2010 ORDEN 1047 DIA 31,2026-09-02T01:00:00-04:00,2026-09-02T02:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
6rt11ea564a3aa231n3a08a8dq,FRENTE+PORTA PIES JMC CARA ANCHA ORDEN 1059,2026-09-04T04:00:00-04:00,2026-09-04T05:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
0lpoab6qbgegqpk8dhf8ikei1u,FRENTE TOWN ACE 2018 ORDEN 1071 DIA 12  ,2026-09-05T02:00:00-04:00,2026-09-05T03:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
4tsc5db5vlsh2bt7fm68reh9en,FRENTE+PORTA PIES FUSO 2025 ORDEN 1027 DIA 9,2026-09-05T03:00:00-04:00,2026-09-05T04:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
6ogbqufmm0piri2s3jhck3g33r,FRENTE HIJET ORDEN 2096,2026-09-05T04:00:00-04:00,2026-09-05T05:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
0pmu63h6cruhosm268g0kec5nh,PORTA ESCALERA  TOWN ACE 2008 ORDEN 1081 DIA 7,2026-09-07T01:00:00-04:00,2026-09-07T02:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
0aivsjgbsa1m1e28e566u2ijbd,FRENTE HIJET ORDEN 2100,2026-09-08T00:00:00-04:00,2026-09-08T01:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
1v82l7s7lpmvqjhn9t9lct1s3t,FRENTE TOWN ACE 2008 ORDEN 1081 DIA 7,2026-09-08T01:00:00-04:00,2026-09-08T02:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
63pnhs4iri9himib6hhqscqdkr,FRENTE ALTO NV350 TECHO BAJITO 2020 ORDEN 1053 DIA 9,2026-09-09T00:00:00-04:00,2026-09-09T01:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
28l29s64i88hq9ie08m9p6k39j,REPARAR EL FRENTE DE LA ORDEN 1027 ,2026-09-09T01:00:00-04:00,2026-09-09T02:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
3haci8t76o64g4ojkqr37q94jl,2 CARRETEL DE KIA,2026-09-09T02:00:00-04:00,2026-09-09T03:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
2lej7dh56ndr5pj4s1vqt318vj,1 CARRETEL DE  NV200,2026-09-09T03:00:00-04:00,2026-09-09T04:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
2stlbq0pktrmfkg3op4c2kn14q,3 CARRETEL DE HIJET ,2026-09-09T04:00:00-04:00,2026-09-09T05:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
18hh82su94t0707a7t6ol1btm1,2100 EL TUBO DE ABAJO ANIBELARLO ,2026-09-11T05:00:00-04:00,2026-09-11T06:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
7i1qanuh4p1d2u0n20cehiimqg,ARMAR CARRETELES,2026-09-11T06:00:00-04:00,2026-09-11T07:00:00-04:00,No,PUESTO 4 DE 8AM 4PM,6,Otro,NONE,#ffad46,Si,,,,,,,,,,
